timestamp_ms,market_slug,timeframe,time_till_end,seconds_till_end,up_best_bid,up_best_ask,down_best_bid,down_best_ask,up_spread,down_spread,up_bid_depth5,up_ask_depth5,down_bid_depth5,down_ask_depth5,up_imbalance,down_imbalance,up_microprice,down_microprice,arb_bid_sum_l1,arb_edge_l1
1782170103487,btc-updown-15m-1782170100,15m,14:57,897,0.5,0.51,0.49,0.5,0.010000000000000009,0.010000000000000009,403.4,1608.45,1427.22,672.54,-0.5989760668041854,0.35941250428620414,0.5005994897959183,0.4925444855929907,0.99,0.010000000000000009
1782170106838,btc-updown-15m-1782170100,15m,14:54,894,0.48,0.49,0.51,0.52,0.010000000000000009,0.010000000000000009,665.16,936.64,977.63,1661.96,-0.16948433012860534,-0.2592561723601014,0.48559512886812917,0.5133622487280006,0.99,0.010000000000000009
1782170110246,btc-updown-15m-1782170100,15m,14:50,890,0.49,0.5,0.5,0.51,0.010000000000000009,0.010000000000000009,1171.96,1087.22,748.02,2072.35,0.037509184748448554,-0.469558958576357,0.49547645125958384,0.5032247078856203,0.99,0.010000000000000009
1782170113640,btc-updown-15m-1782170100,15m,14:47,887,0.45,0.46,0.54,0.55,0.010000000000000009,0.010000000000000009,2245.95,686.88,669.28,2238.38,0.5315923527787153,-0.5396435621771459,0.4596983898658995,0.5403016101341006,0.99,0.010000000000000009
1782170116988,btc-updown-15m-1782170100,15m,14:44,884,0.46,0.47,0.53,0.54,0.009999999999999953,0.010000000000000009,2299.11,721.3199999999999,1161.48,1326.97,0.5223726423058969,-0.06650324499186241,0.4694558711502883,0.5307769404086707,0.99,0.010000000000000009
1782170120346,btc-updown-15m-1782170100,15m,14:40,880,0.43,0.44,0.56,0.57,0.010000000000000009,0.009999999999999898,457.09000000000003,2147.55,1071.56,489.98,-0.6490186743657472,0.3724400271526826,0.43397763120160593,0.5666156440524063,0.99,0.010000000000000009
1782170123672,btc-updown-15m-1782170100,15m,14:37,877,0.43,0.44,0.56,0.57,0.010000000000000009,0.009999999999999898,988.06,1410.96,1087.07,1210.06,-0.17628031446173859,-0.05354072255379539,0.4383019564414914,0.5615037593984963,0.99,0.010000000000000009
1782170127081,btc-updown-15m-1782170100,15m,14:33,873,0.43,0.44,0.56,0.57,0.010000000000000009,0.009999999999999898,1100.38,1490.0700000000002,897.67,2150.24,-0.15043332239572277,-0.41096029738410905,0.4378246442002802,0.5610024269283529,0.99,0.010000000000000009
1782170130443,btc-updown-15m-1782170100,15m,14:30,870,0.41,0.42,0.58,0.59,0.010000000000000009,0.010000000000000009,605.85,2273.03,2061.03,851.19,-0.5791071527816374,0.41543564703216107,0.41198813994860645,0.5831543020261256,0.99,0.010000000000000009
1782170133826,btc-updown-15m-1782170100,15m,14:27,867,0.42,0.43,0.57,0.58,0.010000000000000009,0.010000000000000009,2132.88,1202.25,839.25,1291.8899999999999,0.2790385981955726,-0.21239336693037525,0.4282695857260049,0.5711956546493885,0.99,0.010000000000000009
1782170137176,btc-updown-15m-1782170100,15m,14:23,863,0.42,0.43,0.58,0.59,0.010000000000000009,0.010000000000000009,929.88,2191.52,2432.81,828.1,-0.40419042737233285,0.4921049645651061,0.42235183544133836,0.5881076895586395,1.0,0.0
1782170140607,btc-updown-15m-1782170100,15m,14:20,860,0.37,0.38,0.62,0.63,0.010000000000000009,0.010000000000000009,636.8199999999999,1809.98,2246.18,689.69,-0.47946705901585746,0.5301631203016481,0.37723837467769183,0.6266038636856957,0.99,0.010000000000000009
1782170143960,btc-updown-15m-1782170100,15m,14:17,857,0.37,0.38,0.62,0.63,0.010000000000000009,0.010000000000000009,605.78,2220.25,2257.13,785.18,-0.5712855136003511,0.48382643451850743,0.3704282521233795,0.6271870938145118,0.99,0.010000000000000009
1782170147303,btc-updown-15m-1782170100,15m,14:13,853,0.41,0.42,0.58,0.59,0.010000000000000009,0.010000000000000009,1084.59,777.3299999999999,753.99,1101.68,0.1650232018561485,-0.18736628818701603,0.41655118781827755,0.5855821215095013,0.99,0.010000000000000009
1782170150627,btc-updown-15m-1782170100,15m,14:10,850,0.41,0.42,0.58,0.59,0.010000000000000009,0.010000000000000009,1539.4199999999998,1053.05,1063.05,1510.4199999999998,0.18760872835558365,-0.1738392132024076,0.4132792502972235,0.5864334318509863,0.99,0.010000000000000009
