timestamp_ms,market_slug,timeframe,time_till_end,seconds_till_end,up_best_bid,up_best_ask,down_best_bid,down_best_ask,up_spread,down_spread,up_bid_depth5,up_ask_depth5,down_bid_depth5,down_ask_depth5,up_imbalance,down_imbalance,up_microprice,down_microprice,arb_bid_sum_l1,arb_edge_l1
1782171901699,btc-updown-15m-1782171900,15m,14:59,899,0.46,0.47,0.51,0.52,0.009999999999999953,0.010000000000000009,243.72,287.07,202.0,496.21000000000004,-0.08167071723280393,-0.4213775225218774,0.4669855438051809,0.5113204806549584,0.97,0.030000000000000027
1782171905035,btc-updown-15m-1782171900,15m,14:55,895,0.51,0.52,0.49,0.5,0.010000000000000009,0.010000000000000009,329.0,1533.1100000000001,1735.23,278.59000000000003,-0.6466374166939655,0.723321846043837,0.5116007317630917,0.4988245665589186,1.0,0.0
1782171909111,btc-updown-15m-1782171900,15m,14:51,891,0.48,0.49,0.51,0.52,0.010000000000000009,0.010000000000000009,921.85,1800.41,1881.01,1035.25,-0.32273184780292846,0.29001529356093075,0.48618575777472683,0.514096936830064,0.99,0.010000000000000009
1782171912454,btc-updown-15m-1782171900,15m,14:48,888,0.52,0.53,0.47,0.48,0.010000000000000009,0.010000000000000009,1867.63,527.2,639.0,1947.6299999999999,0.5597182263459202,-0.5059208313519907,0.5273200866131704,0.4721989955205646,0.99,0.010000000000000009
1782171915765,btc-updown-15m-1782171900,15m,14:45,885,0.52,0.53,0.47,0.48,0.010000000000000009,0.010000000000000009,2032.68,664.5,660.5,2047.68,0.507263141503348,-0.5122185379110694,0.52831336512737,0.47110737837501554,0.99,0.010000000000000009
1782171919119,btc-updown-15m-1782171900,15m,14:41,881,0.52,0.53,0.47,0.48,0.010000000000000009,0.010000000000000009,1317.51,1889.12,1859.12,1322.42,-0.17825879505898712,0.16869189134821497,0.524951889100299,0.47479222694543244,0.99,0.010000000000000009
1782171922511,btc-updown-15m-1782171900,15m,14:38,878,0.54,0.55,0.42,0.43,0.010000000000000009,0.010000000000000009,2246.38,372.4,338.4,1844.34,0.7155927569326175,-0.6899310041507464,0.549585165518958,0.4227218290691345,0.96,0.040000000000000036
1782171925836,btc-updown-15m-1782171900,15m,14:35,875,0.58,0.59,0.41,0.42,0.010000000000000009,0.010000000000000009,1486.6,1824.1100000000001,1804.02,1476.6,-0.10194490003654812,0.09980430528375736,0.5868160498533238,0.41318658213107334,0.99,0.010000000000000009
1782171929732,btc-updown-15m-1782171900,15m,14:31,871,0.58,0.59,0.41,0.42,0.010000000000000009,0.010000000000000009,1219.08,2162.46,2162.46,1226.08,-0.27897939991838044,0.27633730161072323,0.5853965464805866,0.41460345351941336,0.99,0.010000000000000009
1782171933444,btc-updown-15m-1782171900,15m,14:27,867,0.59,0.6,0.4,0.41,0.010000000000000009,0.009999999999999953,1997.46,1342.23,1337.23,2052.46,0.19619485640882836,-0.21100159601615487,0.5998186010022574,0.400105572140963,0.99,0.010000000000000009
1782171936780,btc-updown-15m-1782171900,15m,14:24,864,0.59,0.6,0.4,0.41,0.010000000000000009,0.009999999999999953,1797.08,1273.23,1273.23,1770.87,0.17061795063039234,-0.1634768897210998,0.5998988349235268,0.4001038556193601,0.99,0.010000000000000009
1782171940416,btc-updown-15m-1782171900,15m,14:20,860,0.51,0.52,0.48,0.49,0.010000000000000009,0.010000000000000009,560.05,2737.05,2745.05,661.05,-0.6602772133086651,0.6118434573265611,0.5120930178505021,0.4878009901906348,0.99,0.010000000000000009
1782171943749,btc-updown-15m-1782171900,15m,14:17,857,0.49,0.5,0.5,0.51,0.010000000000000009,0.010000000000000009,736.19,2864.73,2839.73,766.19,-0.5911100496539773,0.5750377157563118,0.492708867307828,0.5075262774237543,0.99,0.010000000000000009
1782171947076,btc-updown-15m-1782171900,15m,14:13,853,0.49,0.5,0.5,0.51,0.010000000000000009,0.010000000000000009,459.78999999999996,3002.98,2719.37,338.19,-0.734438036600756,0.7787843901673229,0.4901250203158013,0.509886461692175,0.99,0.010000000000000009
1782171950486,btc-updown-15m-1782171900,15m,14:10,850,0.48,0.49,0.51,0.52,0.010000000000000009,0.010000000000000009,520.26,2878.71,2766.21,775.26,-0.6938719670959143,0.5621818058602783,0.4814221282993178,0.5184575507253065,0.99,0.010000000000000009
1782171953798,btc-updown-15m-1782171900,15m,14:07,847,0.48,0.49,0.51,0.52,0.010000000000000009,0.010000000000000009,1133.73,2393.9,2433.9,1242.35,-0.35722850752488217,0.3241210472628358,0.48496769028421105,0.5156155192532089,0.99,0.010000000000000009
