timestamp_ms,market_slug,timeframe,time_till_end,seconds_till_end,up_best_bid,up_best_ask,down_best_bid,down_best_ask,up_spread,down_spread,up_bid_depth5,up_ask_depth5,down_bid_depth5,down_ask_depth5,up_imbalance,down_imbalance,up_microprice,down_microprice,arb_bid_sum_l1,arb_edge_l1
1782169989768,btc-updown-15m-1782169200,15m,1:51,111,0.69,0.7,0.3,0.31,0.010000000000000009,0.010000000000000009,1076.43,570.57,582.37,1121.41,0.30714025500910747,-0.3163788752068929,0.6985717589380694,0.3010729098027055,0.99,0.010000000000000009
1782169993074,btc-updown-15m-1782169200,15m,1:47,107,0.7,0.73,0.27,0.28,0.030000000000000027,0.010000000000000009,884.19,629.02,749.39,761.61,0.16862828027834872,-0.008087359364659184,0.7250987683011852,0.27467403974639637,0.97,0.030000000000000027
1782169996376,btc-updown-15m-1782169200,15m,1:44,104,0.73,0.74,0.28,0.29,0.010000000000000009,0.009999999999999953,424.78,1147.99,776.3,548.33,-0.45983201612441743,0.1721008885500101,0.7335354521459305,0.2833513656155166,1.01,-0.010000000000000009
1782169999690,btc-updown-15m-1782169200,15m,1:41,101,0.73,0.74,0.26,0.27,0.010000000000000009,0.010000000000000009,773.74,806.6,803.04,779.44,-0.020792993912702337,0.014913300642030173,0.7371645283965064,0.26282680385173457,0.99,0.010000000000000009
1782170002968,btc-updown-15m-1782169200,15m,1:38,98,0.73,0.74,0.26,0.27,0.010000000000000009,0.010000000000000009,581.14,1213.11,1531.11,630.14,-0.3522195903580883,0.41687449392712544,0.7345825044631472,0.26729449461112736,0.99,0.010000000000000009
1782170006257,btc-updown-15m-1782169200,15m,1:34,94,0.72,0.73,0.27,0.28,0.010000000000000009,0.010000000000000009,1048.18,1398.6399999999999,1114.55,943.04,-0.14323080569882535,0.08335479857503195,0.7289660342242671,0.271926592797784,0.99,0.010000000000000009
1782170009592,btc-updown-15m-1782169200,15m,1:31,91,0.71,0.72,0.28,0.29,0.010000000000000009,0.009999999999999953,1038.91,592.5799999999999,292.58,1025.21,0.2735720108612374,-0.5559535282556403,0.7195614235014488,0.28043857649855114,0.99,0.010000000000000009
1782170012873,btc-updown-15m-1782169200,15m,1:28,88,0.71,0.72,0.28,0.29,0.010000000000000009,0.009999999999999953,1040.41,585.74,285.74,1035.41,0.2795990529778926,-0.5674374597888203,0.7196722148473399,0.2803334602998719,0.99,0.010000000000000009
1782170016202,btc-updown-15m-1782169200,15m,1:24,84,0.72,0.73,0.27,0.28,0.010000000000000009,0.010000000000000009,1203.52,628.14,652.14,1186.52,0.314130351702827,-0.2906355715575474,0.72964421674316,0.270143333213889,0.99,0.010000000000000009
1782170019544,btc-updown-15m-1782169200,15m,1:21,81,0.73,0.74,0.25,0.26,0.010000000000000009,0.010000000000000009,1435.6499999999999,967.1999999999999,1393.68,1392.77,0.19495598976215742,0.00032658041594146024,0.7397761862130708,0.2517312177403938,0.98,0.020000000000000018
1782170022859,btc-updown-15m-1782169200,15m,1:18,78,0.74,0.75,0.24,0.25,0.010000000000000009,0.010000000000000009,1351.77,1347.2,1308.7,1317.27,0.0016932385317361572,-0.003263555943137178,0.7494508087698974,0.2408910246783801,0.98,0.020000000000000018
1782170026272,btc-updown-15m-1782169200,15m,1:14,74,0.76,0.77,0.16,0.17,0.010000000000000009,0.010000000000000009,1326.31,653.39,1341.84,580.33,0.3399100873869778,0.39617203473157936,0.7693473050838815,0.1625168373466187,0.92,0.07999999999999996
1782170029683,btc-updown-15m-1782169200,15m,1:11,71,0.88,0.89,0.2,0.21,0.010000000000000009,0.009999999999999981,82.85,2781.7,927.35,307.2,-0.9421549632577544,0.5023287837673647,0.8801246773150098,0.20821460453490448,1.08,-0.08000000000000007
1782170039783,btc-updown-15m-1782169200,15m,1:01,61,0.78,0.79,0.21,0.22,0.010000000000000009,0.010000000000000009,471.59999999999997,1455.48,1461.48,480.74,-0.5105548290678125,0.5049582436593177,0.7805941649612109,0.21940583503878922,0.99,0.010000000000000009
1782170043197,btc-updown-15m-1782169200,15m,0:57,57,0.76,0.77,0.22,0.23,0.010000000000000009,0.010000000000000009,590.3100000000001,1158.23,1311.8899999999999,509.78000000000003,-0.32479668752216134,0.44031575422551833,0.7697459478685027,0.22834269612506058,0.98,0.020000000000000018
1782170046500,btc-updown-15m-1782169200,15m,0:54,54,0.77,0.78,0.22,0.23,0.010000000000000009,0.010000000000000009,410.74,1375.77,1287.6399999999999,415.74,-0.5401760975309402,0.5118646455870093,0.7710396035230614,0.22887262415695894,0.99,0.010000000000000009
1782170049904,btc-updown-15m-1782169200,15m,0:51,51,0.91,0.92,0.06,0.07,0.010000000000000009,0.010000000000000009,320.01,973.03,3367.47,518.38,-0.5050269133205469,0.7331960832250344,0.9163416567578281,0.06208033778386398,0.97,0.030000000000000027
1782170053205,btc-updown-15m-1782169200,15m,0:47,47,0.93,0.94,0.06,0.07,0.009999999999999898,0.010000000000000009,140.37,3456.88,3479.15,150.37,-0.9219570505247064,0.9171405585311557,0.9334372376741843,0.06741516189290163,0.99,0.010000000000000009
1782170056479,btc-updown-15m-1782169200,15m,0:44,44,0.93,0.94,0.06,0.07,0.009999999999999898,0.010000000000000009,248.12,3523.44,3523.44,184.43,-0.868425797282822,0.9005197053834143,0.9327800153727902,0.06753723199383747,0.99,0.010000000000000009
1782170059784,btc-updown-15m-1782169200,15m,0:41,41,0.93,0.94,0.06,0.07,0.009999999999999898,0.010000000000000009,311.22,3705.69,3705.69,316.22,-0.8450450719582964,0.842751329592159,0.9332544428892564,0.06660547410391661,0.99,0.010000000000000009
1782170063075,btc-updown-15m-1782169200,15m,0:37,37,0.93,0.94,0.1,0.13,0.009999999999999898,0.03,477.99,3784.15,2198.93,176.0,-0.7757042236998315,0.8517851052452072,0.9318995433789955,0.12953066332916147,1.03,-0.030000000000000027
1782170066377,btc-updown-15m-1782169200,15m,0:34,34,0.85,0.86,0.15,0.16,0.010000000000000009,0.010000000000000009,291.1,1071.69,1126.6,619.2,-0.5727881771953126,0.2906403940886699,0.8545245245245245,0.15305493753208968,1.0,0.0
1782170069675,btc-updown-15m-1782169200,15m,0:31,31,0.85,0.86,0.15,0.16,0.010000000000000009,0.010000000000000009,640.15,1180.11,419.33,557.99,-0.2966389416896487,-0.1418777882372202,0.8597570647409943,0.15065043294442865,1.0,0.0
1782170072972,btc-updown-15m-1782169200,15m,0:28,28,0.39,0.4,0.58,0.61,0.010000000000000009,0.030000000000000027,296.44,1753.98,255.0,375.51,-0.7108494844958594,-0.19113098919921967,0.39467752396051026,0.5811195700850873,0.97,0.030000000000000027
1782170076352,btc-updown-15m-1782169200,15m,0:24,24,0.54,0.55,0.45,0.46,0.010000000000000009,0.010000000000000009,382.64,459.5,467.6,430.62,-0.09126748521623484,0.04117031462225292,0.5433328901887796,0.45140203294777426,0.99,0.010000000000000009
1782170079881,btc-updown-15m-1782169200,15m,0:21,21,0.55,0.56,0.44,0.45,0.010000000000000009,0.010000000000000009,291.96000000000004,472.8,347.8,357.88,-0.2364663423819237,-0.014284094773835142,0.5510272277227722,0.4424686415799306,0.99,0.010000000000000009
1782170083242,btc-updown-15m-1782169200,15m,0:17,17,0.23,0.24,0.8,0.81,0.009999999999999981,0.010000000000000009,50.61,317.44,195.62,203.99,-0.7249830186116016,-0.020945421786241595,0.23194444444444443,0.8042758830694275,1.03,-0.030000000000000027
1782170086624,btc-updown-15m-1782169200,15m,0:14,14,0.17,0.18,0.82,0.84,0.009999999999999981,0.020000000000000018,190.20000000000002,850.8000000000001,889.76,197.47,-0.6345821325648415,0.6367465945568095,0.17586080586080585,0.8259715418707719,0.99,0.010000000000000009
1782170090017,btc-updown-15m-1782169200,15m,0:10,10,0.06,0.08,0.93,0.94,0.020000000000000004,0.009999999999999898,266.18,427.16,378.99,1483.63,-0.23218045980327115,-0.593057091623627,0.06323162642610772,0.9390927933673469,0.99,0.010000000000000009
1782170093391,btc-updown-15m-1782169200,15m,0:07,7,0.03,0.04,0.98,0.99,0.010000000000000002,0.010000000000000009,1170.05,389.77,397.8,920.78,0.5002372068572015,-0.3966236405830515,0.03424953445065177,0.9802992056301228,1.01,-0.010000000000000009
1782170096758,btc-updown-15m-1782169200,15m,0:04,4,0.01,0.02,0.99,,0.01,,651.37,1274.39,7605.889999999999,0.0,-0.32351902625456963,,0.016867586744968213,,1.0,0.0
1782170100121,btc-updown-15m-1782169200,15m,15:00,900,,0.01,0.99,,,,0.0,75628.85,476922.29000000004,0.0,,,,,0.99,0.010000000000000009
